"game_id","play_index","row_type","play_type","down","distance","yards_gained","pos_team","next_pos_team","no_play","rush","pass","completion","sack","int","fumble_vec","turnover","downs_turnover","touchdown","safety","review_reason","play_text"
"20250906_e064",69,"penalty_no_play","penalty_no_play",3,10,,"UChicago","UChicago",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY UCHI Delay Of Game (Ruff,Jack) 5 yards from CMU42 to CMU47. NO PLAY."
"20250906_e064",70,"play","pass_intercepted",3,15,,"UChicago","Carnegie Mellon",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"rare_flag keyword","Shotgun Ruff,Jack pass intercepted by Lawson,Jack at CMU27 Lawson,Jack return 0 yards to the CMU27, End Of Play."
"20250906_e064",89,"play","pass_incomplete",1,10,0,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","No Huddle-Shotgun McGinnis IV,Joey pass incomplete short right to Moynihan,Danny thrown to UCHI12 broken up by Gideons,Battle PENALTY CMU Holding (Champe,Andy) 10 yards from UCHI16 to UCHI26. NO PLAY."
"20250906_e064",101,"play","rush",4,1,0,"Carnegie Mellon","UChicago",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"rare_flag keyword  4th_down","No Huddle-Shotgun McGinnis IV,Joey rush middle for 0 yards to the UCHI38 fumbled by McGinnis IV,Joey at UCHI38 recovered by CMU McCullough,Brendan at UCHI38, End Of Play, TURNOVER ON DOWNS."
"20250906_e064",105,"play","punt_with_return",4,1,,"UChicago","UChicago",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Tan,Tad punt 37 yards to the CMU16 McCullough,Brendan return 11 yards to the CMU27 (Rolls,Hugh) PENALTY CMU Holding declined CMU Running Into The Kicker (Strigger,Josiah) 5 yards from UCHI47 to CMU48, 1ST DOWN. NO PLAY."
"20250906_e064",106,"play","sack",1,10,-9,"UChicago","UChicago",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Shotgun Ruff,Jack sacked for loss of 9 yards to the UCHI43 (Franze,Jacob)."
"20250906_e064",109,"penalty_no_play","penalty_no_play",4,11,,"UChicago","UChicago",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY UCHI Delay Of Game (Tan,Tad) 5 yards from CMU49 to UCHI46. NO PLAY."
"20250906_e064",114,"play","rush",2,9,4,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","No Huddle-Shotgun Bouma,Willem rush left for 4 yards gain to the CMU42 (Rolls,Hugh) PENALTY UCHI Illegal Substitution (Kilgallen,Declan) 5 yards from CMU38 to CMU43. NO PLAY."
"20250906_e064",126,"play","pass_incomplete",1,10,0,"UChicago","UChicago",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Shotgun Ruff,Jack pass incomplete deep right to Degner,Luke thrown to UCHI45 broken up by Johnson,DJ PENALTY CMU Roughing The Passer (Tarke,Leighton) 15 yards from UCHI24 to UCHI39, 1ST DOWN. NO PLAY."
"20250906_e064",133,"play","rush",1,10,0,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","No Huddle-Shotgun Bouma,Willem rush middle for 0 yards to the CMU42 (Nittoli,Anthony) PENALTY CMU Holding (Katarincic,Charlie) 10 yards from CMU42 to CMU32. NO PLAY."
"20250906_e064",135,"play","pass_complete",2,6,54,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"keyword no_play","No Huddle-Shotgun McGinnis IV,Joey pass complete short right to McCullough,Brendan caught at UCHI44, for 54 yards to the UCHI00 TOUCHDOWN nullified by penalty, clock 00:00 PENALTY CMU Pass Interference (Moynihan,Danny) 15 yards from CMU46 to CMU31. NO PLAY."
"20250906_e064",146,"play","sack",2,7,-1,"Carnegie Mellon","Carnegie Mellon",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","No Huddle-Shotgun McGinnis IV,Joey sacked for loss of 1 yard to the UCHI21 (Nittoli,Anthony)."
"20250906_e064",158,"penalty_no_play","penalty_no_play",1,1,,"Carnegie Mellon",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU False Start (Gaul,Conor) 5 yards from UCHI01 to UCHI06. NO PLAY."
"20250913_6i95",12,"play","pass_complete",3,4,6,"Wis.-La Crosse","Carnegie Mellon",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Kyle Haas pass complete to Gabe Lynch for 6 yards to the CMU00, TOUCHDOWN, clock 09:37."
"20250913_6i95",24,"play","sack",2,7,-10,"Wis.-La Crosse","Wis.-La Crosse",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Kyle Haas sacked for loss of 10 yards to the UWL20 (Jack Lawson; Bennett Grace)."
"20250913_6i95",26,"penalty_no_play","penalty_no_play",4,1,,"Wis.-La Crosse","Wis.-La Crosse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY UWL delay of game (Ethan Tranel) 5 yards to the UWL31."
"20250913_6i95",42,"play","pass_complete",1,10,35,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Joey McGinnis I pass complete to Brendan McCullo for 35 yards to the UWL21, PENALTY CMU ineligible man down field (Andy Champe) 5 yards to the CMU39, NO PLAY."
"20250913_6i95",46,"penalty_no_play","penalty_no_play",4,15,,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU false start (Jack Korzeniows) 5 yards to the CMU34."
"20250913_6i95",50,"play","pass_incomplete",3,8,0,"Wis.-La Crosse","Wis.-La Crosse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Kyle Haas pass incomplete to Jack Janke (Ethan Ming), PENALTY CMU pass interference (Ethan Ming) 9 yards to the UWL40, NO PLAY."
"20250913_6i95",54,"penalty_no_play","penalty_no_play",3,4,,"Wis.-La Crosse","Wis.-La Crosse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY UWL false start (Zach Mlsna) 5 yards to the CMU25."
"20250913_6i95",56,"play","rush",1,10,0,"Wis.-La Crosse","Wis.-La Crosse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Brady Wilde rush for no gain to the CMU14 (Jack Lawson; Leighton Tarke), PENALTY UWL holding 10 yards to the CMU24, NO PLAY."
"20250913_6i95",62,"play","pass_complete",2,5,75,"Carnegie Mellon","Wis.-La Crosse",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Joey McGinnis I pass complete to Brendan McCullo for 75 yards to the UWL00, TOUCHDOWN, clock 04:29."
"20250913_6i95",65,"play","pass_complete",1,10,4,"Wis.-La Crosse","Wis.-La Crosse",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"rare_flag keyword","Kyle Haas pass complete to Jack Janke for 4 yards to the UWL29, fumble forced by Jack Lawson, fumble by Jack Janke recovered by UWL Jack Janke at UWL28."
"20250913_6i95",75,"play","rush",2,10,11,"Wis.-La Crosse","Carnegie Mellon",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Gabe Lynch rush for 11 yards to the CMU00, TOUCHDOWN, clock 00:27."
"20250913_6i95",83,"penalty_no_play","penalty_no_play",1,10,,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU false start (Jake Langdon) 5 yards to the CMU27."
"20250913_6i95",98,"play","sack",2,5,-9,"Wis.-La Crosse","Wis.-La Crosse",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Kyle Haas sacked for loss of 9 yards to the CMU17 (Mitchell Stokey)."
"20250913_6i95",103,"play","pass_intercepted",2,7,,"Carnegie Mellon","Wis.-La Crosse",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"rare_flag keyword","Joey McGinnis I pass intercepted by Sam Baumgard at the CMU41, Sam Baumgard return 41 yards to the CMU00, TOUCHDOWN, clock 06:32."
"20250913_6i95",105,"penalty_no_play","penalty_no_play",1,10,,"Wis.-La Crosse","Wis.-La Crosse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU unsportmanlike conduct (Danny Moynihan) 15 yards to the 50 yardline."
"20250913_6i95",106,"penalty_no_play","penalty_no_play",1,10,,"Wis.-La Crosse","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"keyword no_play","Penalty after touchdown before PAT"
"20250913_6i95",114,"play","rush",1,8,8,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"keyword no_play","Joey McGinnis I rush for 8 yards to the UWL00, TOUCHDOWN, clock 03:43, PENALTY CMU illegal formation 5 yards to the UWL13, NO PLAY."
"20250913_6i95",116,"play","pass_intercepted",2,15,,"Carnegie Mellon","Wis.-La Crosse",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"rare_flag keyword","Joey McGinnis I pass intercepted by Trent Mullen at the UWL06, Trent Mullen return 0 yards to the UWL06."
"20250913_6i95",125,"play","pass_complete",1,10,37,"Wis.-La Crosse","Carnegie Mellon",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Kyle Haas pass complete to Jack Janke for 37 yards to the CMU00, TOUCHDOWN, clock 13:33."
"20250913_6i95",131,"play","rush",4,2,5,"Carnegie Mellon","Carnegie Mellon",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4th_down","Joey McGinnis I rush for 5 yards to the CMU38 (Caden Weber)."
"20250913_6i95",135,"play","pass_incomplete",3,8,0,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Joey McGinnis I pass incomplete to Reece Kolke, PENALTY UWL pass interference (Tate Pitcher) 15 yards to the UWL34, NO PLAY."
"20250913_6i95",136,"play","sack",1,10,-7,"Carnegie Mellon","Carnegie Mellon",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Joey McGinnis I sacked for loss of 7 yards to the UWL41 (Isaac Dagit; Henry Walsh)."
"20250913_6i95",137,"play","sack",2,17,-5,"Carnegie Mellon","Carnegie Mellon",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Joey McGinnis I sacked for loss of 5 yards to the UWL46 (Henry Walsh)."
"20250913_6i95",148,"play","pass_complete",2,10,34,"Carnegie Mellon","Wis.-La Crosse",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Jackson Salters pass complete to Brendan McCullo for 34 yards to the UWL00, TOUCHDOWN, clock 06:04."
"20250913_6i95",155,"play","pass_intercepted",1,10,,"Carnegie Mellon","Wis.-La Crosse",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"rare_flag keyword","Jackson Salters pass intercepted by Henry Walsh at the CMU25, Henry Walsh return 16 yards to the CMU09 (Jackson Salters)."
"20250913_6i95",158,"play","pass_complete",3,6,6,"Wis.-La Crosse","Wis.-La Crosse",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Kyle Haas pass complete to Keaton Arendt for 6 yards to the CMU00, TOUCHDOWN, clock 01:54."
"20250913_6i95",160,"penalty_no_play","penalty_no_play",1,10,,"Wis.-La Crosse","Wis.-La Crosse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY UWL unsportmanlike conduct (Kyle Haas) 15 yards to the UWL20."
"20250913_6i95",161,"penalty_no_play","penalty_no_play",1,25,,"Wis.-La Crosse","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"keyword no_play","Penalty after touchdown before PAT"
"20250913_6i95",163,"play","sack",1,10,-5,"Carnegie Mellon","Wis.-La Crosse",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"rare_flag keyword","Jackson Salters sacked for loss of 5 yards to the CMU45 (Ben Moore), fumble by Jackson Salters recovered by UWL Noah Gehin at CMU45."
"20250920_l58t",10,"penalty_no_play","penalty_no_play",4,10,,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY BERRY delay of game (Andrew Hunter) 5 yards to the CMU40."
"20250920_l58t",29,"penalty_no_play","penalty_no_play",3,5,,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU offside defense (Mitchell Stokey) 5 yards to the CMU17."
"20250920_l58t",37,"penalty_no_play","penalty_no_play",3,11,,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU false start 5 yards to the CMU16."
"20250920_l58t",43,"play","punt_no_return",4,8,,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Miles Hamby punt 37 yards to the CMU21, out-of-bounds, PENALTY BERRY holding 10 yards to the BERRY32, NO PLAY."
"20250920_l58t",49,"play","sack",1,10,-7,"Berry","Berry",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Andrew Hunter sacked for loss of 7 yards to the BERRY09 (Amani Tchamwa)."
"20250920_l58t",56,"play","pass_complete",2,9,38,"Carnegie Mellon","Berry",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Joey McGinnis I pass complete to Reece Kolke for 38 yards to the BERRY00, TOUCHDOWN, clock 05:12."
"20250920_l58t",71,"play","rush",4,3,4,"Carnegie Mellon","Carnegie Mellon",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4th_down","Joey McGinnis I rush for 4 yards to the BERRY27 (Dawson Livingst; Gian Traverzo)."
"20250920_l58t",73,"play","rush",2,12,-1,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Joey McGinnis I rush for loss of 1 yard to the BERRY30 (Cade Petty), PENALTY CMU holding (Willem Bouma) 10 yards to the BERRY39, NO PLAY."
"20250920_l58t",74,"play","rush",2,22,13,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Joey McGinnis I rush for 13 yards to the BERRY26 (Steven Pickett), out-of-bounds, PENALTY CMU chop block 15 yards to the CMU46, NO PLAY."
"20250920_l58t",82,"play","pass_complete",1,10,45,"Carnegie Mellon","Berry",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Joey McGinnis I pass complete to Nick McCullough for 45 yards to the BERRY00, TOUCHDOWN, clock 12:39."
"20250920_l58t",90,"play","pass_complete",3,11,13,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Andrew Hunter pass complete to Colby Sikes for 13 yards to the CMU37 (Tai Mann), out-of-bounds, PENALTY BERRY offense pass interference (Juelz Davis) 15 yards to the BERRY35, NO PLAY."
"20250920_l58t",91,"penalty_no_play","penalty_no_play",3,26,,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU holding 10 yards to the BERRY45."
"20250920_l58t",95,"play","sack",1,10,-8,"Berry","Berry",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Andrew Hunter sacked for loss of 8 yards to the BERRY47 (Bennett Grace)."
"20250920_l58t",98,"play","pass_complete",4,4,17,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play 4th_down","Andrew Hunter pass complete to Colby Sikes for 17 yards to the CMU22, out-of-bounds, PENALTY BERRY illegal shift 5 yards to the CMU44, NO PLAY."
"20250920_l58t",101,"penalty_no_play","penalty_no_play",2,4,,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY CMU false start 5 yards to the CMU21."
"20250920_l58t",120,"play","pass_intercepted",2,13,,"Carnegie Mellon","Berry",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"rare_flag keyword","Joey McGinnis I pass intercepted by Chaz Pope at the BERRY36, Chaz Pope return 12 yards to the BERRY48 (Takashi Shaw; Charlie Katarin)."
"20250920_l58t",125,"penalty_no_play","penalty_no_play",3,7,,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY BERRY false start 5 yards to the CMU34."
"20250920_l58t",127,"play","pass_incomplete",4,6,0,"Berry","Carnegie Mellon",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"rare_flag   4th_down","Andrew Hunter pass incomplete to Bryce Herring."
"20250920_l58t",128,"play","rush",1,10,3,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Willem Bouma rush for 3 yards to the CMU31 (Alex Mincey), PENALTY CMU holding (Conor Gaul) 10 yards to the CMU18, NO PLAY."
"20250920_l58t",132,"play","punt_no_return",4,14,,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","John Norell punt 30 yards to the BERRY46, fair catch by Nate Lyons, PENALTY BERRY personal foul 15 yards to the CMU39, NO PLAY."
"20250920_l58t",142,"penalty_no_play","penalty_no_play",3,7,,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","PENALTY BERRY false start (Bryson Hill) 5 yards to the BERRY10."
"20250920_l58t",145,"play","sack",2,10,-7,"Berry","Berry",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Andrew Hunter sacked for loss of 7 yards to the BERRY18 (Mitchell Stokey)."
"20250920_l58t",147,"play","pass_complete",4,11,26,"Berry","Berry",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4th_down","Andrew Hunter pass complete to Brendan Gray for 26 yards to the 50 yardline (Jack Lawson; Bennett Grace)."
"20250920_l58t",148,"play","pass_incomplete",1,10,0,"Berry","Berry",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Andrew Hunter pass incomplete to Khamari Smith, PENALTY CMU pass interference (Victor Ruhland) 15 yards to the CMU35, NO PLAY."
"20250920_l58t",150,"play","pass_complete",1,10,19,"Berry","Carnegie Mellon",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Andrew Hunter pass complete to Brendan Gray for 19 yards to the CMU00, TOUCHDOWN, clock 00:53."
"20250920_l58t",151,"two_point","two_point",,,,"Berry","Carnegie Mellon",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"two_point","Nate Lyons pass attempt to TEAM failed, PENALTY BERRY ineligible man down field declined."
"20251004_gwn0",15,"play","rush",2,3,-6,"McDaniel","McDaniel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Jayden Booker rush for loss of 6 yards to the MCD31 (Ty Kadur), PENALTY MCD holding 10 yards to the MCD27, NO PLAY."
"20251004_gwn0",25,"play","rush",2,2,2,"Carnegie Mellon","Carnegie Mellon",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Mark Wamhoff rush for 2 yards to the MCD00, TOUCHDOWN, clock 03:22."
"20251004_gwn0",26,"play","rush",1,3,2,"Carnegie Mellon","McDaniel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no_play","Mark Wamhoff rush for 2 yards to the MCD01 (Taevon LeGrande), PENALTY MCD offside defense 2 yards to the MCD01, NO PLAY."
"20251004_gwn0",29,"play","sack",1,10,-2,"McDaniel","McDaniel",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rare_flag","Jayden Booker sacked for loss of 2 yards to the MCD23 (Mitchell Stokey; Amani Tchamwa)."
"20251004_gwn0",36,"play","rush",1,9,9,"Carnegie Mellon","Carnegie Mellon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"keyword no_play","Shadrak Agyei rush for 9 yards to the MCD00, TOUCHDOWN, clock 14:55, PENALTY CMU illegal formation 5 yards to the MCD14, NO PLAY."
"20251004_gwn0",39,"play","pass_complete",3,12,12,"Carnegie Mellon","McDaniel",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"rare_flag keyword","Joey McGinnis I pass complete to Reece Kolke for 12 yards to the MCD00, TOUCHDOWN, clock 14:13."
